Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,815625,674424,556597,495863
Depreciation & amortization,-,183149,156350,158274
Change in working capital,-,-369083,55240,8287
Inventory,-,-189281,50653,-3122
Other working capital,-,392180,676390,823683
Other non-cash items,-,86096,-72675,89035
Net cash provided by operating activites,-,581669,776044,910877
Investments in property plant and equipment,-,-189489,-99654,-87194
Purchases of investments,-,-504045,-548075,-779814
Sales/Maturities of investments,-,294199,295980,579793
Other investing activites,-,2920,8103,1446
Net cash used for investing activites,-,-434244,-343646,-280933
Net change in cash,-,25098,231423,415848
Cash at beginning of period,-,2595762,2364338,1948490
Cash at end of period,-,2620860,2595762,2364338
Operating Cash Flow,-,581669,776044,910877
Capital Expenditure,-,-189489,-99654,-87194
Free Cash Flow,-,392180,676390,823683
