Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4229000,4968000,3534596,2033027
Depreciation & amortization,-,601000,515876,238681
Change in working capital,-,588000,326349,145461
Inventory,-,0,-291,-338
Other working capital,-,6321000,4570700,2870968
Other non-cash items,-,321000,48280,112985
Net cash provided by operating activites,-,6864000,4942184,3107047
Investments in property plant and equipment,-,-543000,-371484,-236079
Acquisitions net,-,-13000,-471413,-839694
Purchases of investments,-,-20000,-,-820694
Sales/Maturities of investments,-,6000,9040,106921
Other investing activites,-,-99000,-105869,-120442
Net cash used for investing activites,-,-669000,-975914,-1052204
Net change in cash,-,3010000,3447141,1907049
Cash at beginning of period,-,11979000,8470066,6511540
Cash at end of period,-,14990000,11979847,8470066
Operating Cash Flow,-,6864000,4942184,3107047
Capital Expenditure,-,-543000,-371484,-236079
Free Cash Flow,-,6321000,4570700,2870968
