Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,147684000,145278000,148085000,140060000
Liabilities,,,,
Total Liabilities,142706000,138487000,140802000,132519000
Stockholders' Equity,,,,
Common Stock,10299000,9502000,9376000,9619000
Retained Earnings,-3509000,-886000,-164000,-185000
Accumulated other comprehensive income,-1930000,-1931000,-2010000,-1972000
Total stockholders' equity,4860000,6685000,7202000,7462000
Total liabilities and stockholders' equity,147684000,145278000,148085000,140060000
