Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16079000,21362000,21175000,16233000
Depreciation & amortization,35057000,32535000,44037000,40902000
Change in working capital,-4123000,-10010000,-7641000,-12257000
Inventory,-4522000,-550000,2113000,-1078000
Other working capital,13892000,509000,-560000,5397000
Other non-cash items,-4070000,60000,196000,-90000
Net cash provided by operating activites,53372000,44004000,60848000,60401000
Investments in property plant and equipment,-39480000,-43495000,-61408000,-55004000
Purchases of investments,-3199000,-2583000,-2089000,-27403000
Sales/Maturities of investments,1842000,410000,21816000,138000
Other investing activites,14872000,21387000,31000,-227000
Net cash used for investing activites,-23617000,-21832000,-39201000,-82131000
Net change in cash,40840000,28138000,28122000,-8284000
Cash at beginning of period,89286000,69918000,69918000,78203000
Cash at end of period,130128000,97991000,97991000,69918000
Operating Cash Flow,53372000,44004000,60848000,60401000
Capital Expenditure,-39480000,-43495000,-61408000,-55004000
Free Cash Flow,13892000,509000,-560000,5397000
