Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,776294,681357,623893,595030
Depreciation & amortization,-,135466,163336,165149
Change in working capital,-,175878,129425,-80729
Inventory,-,47443,-43178,10527
Other working capital,-,962079,1063994,762161
Other non-cash items,-,10016,63,-4955
Net cash provided by operating activites,-,1134188,1177563,846995
Investments in property plant and equipment,-,-172109,-113569,-84834
Purchases of investments,-,-80053,-,-27022
Sales/Maturities of investments,-,70005,15182,-
Other investing activites,-,5864,-106681,-202120
Net cash used for investing activites,-,-183974,-217958,-298248
Net change in cash,-,822972,806191,418041
Cash at beginning of period,-,3402850,2596659,2178617
Cash at end of period,-,4225822,3402850,2596659
Operating Cash Flow,-,1134188,1177563,846995
Capital Expenditure,-,-172109,-113569,-84834
Free Cash Flow,-,962079,1063994,762161
