Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,3368000,3706000,2569249,1923956,1523833
Depreciation & amortization,1121000,1037000,795224,525185,342338
Change in working capital,159000,365000,1155556,-308817,-226815
Other working capital,4347000,4675000,4788428,2082363,1230115
Other non-cash items,275000,-290000,915592,102732,-157923
Net cash provided by operating activites,4814000,5028000,5144831,2274942,1418674
Investments in property plant and equipment,-467000,-353000,-356403,-192579,-188559
Acquisitions net,-2182000,-1063000,-2343380,-2165674,-2087219
Purchases of investments,-,-,-,-2165674,-1979219
Sales/Maturities of investments,-,-,-,-,598650
Other investing activites,-356000,-14000,-20457,-37264,-130310
Net cash used for investing activites,-3005000,-1430000,-2720240,-2395517,-1807438
Net change in cash,-1113000,847000,4828125,651476,891518
Cash at beginning of period,9509000,9410000,4581972,3930496,3038978
Cash at end of period,8499000,10257000,9410098,4581972,3930496
Operating Cash Flow,4814000,5028000,5144831,2274942,1418674
Capital Expenditure,-467000,-353000,-356403,-192579,-188559
Free Cash Flow,4347000,4675000,4788428,2082363,1230115
