Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1644000,1753000,1556000,1912000
Depreciation & amortization,-,682000,676000,664000
Change in working capital,-,-59639000,-33026000,-6905000
Other working capital,-,-58730000,-32517000,-3613000
Other non-cash items,-,-13912000,-733000,16127000
Net cash provided by operating activites,-,-58409000,-32165000,-3313000
Investments in property plant and equipment,-,-321000,-352000,-300000
Acquisitions net,-,-586000,-1000,-1000
Purchases of investments,-,-59188000,-40238000,-84386000
Sales/Maturities of investments,-,99840000,91967000,80923000
Other investing activites,-,-2000,-7000,-
Net cash used for investing activites,-,39743000,51369000,-3764000
Net change in cash,-,-20572000,14994000,-8342000
Cash at beginning of period,-,81969000,66975000,75317000
Cash at end of period,-,61397000,81969000,66975000
Operating Cash Flow,-,-58409000,-32165000,-3313000
Capital Expenditure,-,-321000,-352000,-300000
Free Cash Flow,-,-58730000,-32517000,-3613000
