Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1295700,1373300,1660500,795500
Liabilities,,,,
Total Liabilities,153800,155100,152000,26800
Stockholders' Equity,,,,
Common Stock,21200,21200,21100,11300
Retained Earnings,1020500,135800,291700,239600
Total stockholders' equity,1141400,1214300,1504500,768400
Total liabilities and stockholders' equity,1295700,1373300,1660500,795500
