Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,296808,657479,798247,807160
Depreciation & amortization,-,733713,653062,582122
Change in working capital,-,35156,-284399,555134
Inventory,-,-230707,29363,310541
Other working capital,-,112708,228800,1064296
Other non-cash items,-,-203206,-32418,-187688
Net cash provided by operating activites,-,1265689,1117022,1730754
Investments in property plant and equipment,-,-1152981,-888222,-666458
Purchases of investments,-,-203037,-110157,-109856
Sales/Maturities of investments,-,114347,296437,174650
Other investing activites,-,18556,37167,89556
Net cash used for investing activites,-,-1220551,-652346,-485211
Net change in cash,-,-55171,-378430,570248
Cash at beginning of period,-,2677096,3055526,2485278
Cash at end of period,-,2621925,2677096,3055526
Operating Cash Flow,-,1265689,1117022,1730754
Capital Expenditure,-,-1152981,-888222,-666458
Free Cash Flow,-,112708,228800,1064296
