Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-119849,-48821,59452,142641
Depreciation & amortization,-,728005,716787,663313
Change in working capital,-,8434,-292137,-377702
Inventory,-,-160013,26649,164781
Other working capital,-,404929,-88799,-979866
Other non-cash items,-,-2004,104073,-62805
Net cash provided by operating activites,-,857786,660134,359414
Investments in property plant and equipment,-,-452857,-748933,-1339280
Purchases of investments,-,-17100,-18954,-18844
Sales/Maturities of investments,-,445,-,13300
Other investing activites,-,-2874,1215,152761
Net cash used for investing activites,-,-412836,-766262,-1189752
Net change in cash,-,244030,-307764,-330882
Cash at beginning of period,-,814746,1122511,1453394
Cash at end of period,-,1058776,814746,1122511
Operating Cash Flow,-,857786,660134,359414
Capital Expenditure,-,-452857,-748933,-1339280
Free Cash Flow,-,404929,-88799,-979866
