Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,368667,361830,580833,441316
Depreciation & amortization,-,412454,355414,363589
Change in working capital,-,-209894,17327,99020
Inventory,-,-124757,-69983,21545
Other working capital,-,-664349,657106,648868
Other non-cash items,-,65827,24954,-1290
Net cash provided by operating activites,-,681784,893019,926606
Investments in property plant and equipment,-,-1346133,-235913,-277738
Purchases of investments,-,-241,-221,-210
Sales/Maturities of investments,-,897,42550,2390
Other investing activites,-,-,-1,432679
Net cash used for investing activites,-,-1332487,-188271,550543
Net change in cash,-,-1357457,695439,1156521
Cash at beginning of period,-,3387890,2692450,1535929
Cash at end of period,-,2055854,3387890,2692450
Operating Cash Flow,-,681784,893019,926606
Capital Expenditure,-,-1346133,-235913,-277738
Free Cash Flow,-,-664349,657106,648868
