Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,719853,716735,645244,588383
Liabilities,,,,
Total Liabilities,642127,645108,580084,528108
Stockholders' Equity,,,,
Common Stock,25,25,25,25
Retained Earnings,51410,46165,40493,36873
Accumulated other comprehensive income,175,114,109,81
Total stockholders' equity,77726,71627,65160,60275
Total liabilities and stockholders' equity,719853,716735,645244,588383
