Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,17174255,15940434,14343210,13585195
Liabilities,,,,
Total Liabilities,12532971,11939654,10762027,10256978
Stockholders' Equity,,,,
Common Stock,1953080,1953080,1953080,1453080
Retained Earnings,759,-,-,-
Total stockholders' equity,4641284,4000780,3581183,3328217
Total liabilities and stockholders' equity,17174255,15940434,14343210,13585195
