Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6072000,6160000,7809000,9273000
Depreciation & amortization,-,3750000,2862000,2790000
Change in working capital,-,492000,-3500000,-884000
Inventory,-,2273000,-1506000,-1332000
Other working capital,-,7316000,2965000,8047000
Other non-cash items,-,328000,49000,216000
Net cash provided by operating activites,-,10126000,6700000,10719000
Investments in property plant and equipment,-,-2810000,-3735000,-2672000
Acquisitions net,-,-,-2384000,-1306000
Purchases of investments,-,-37041000,-13979000,-12782000
Sales/Maturities of investments,-,14426000,12092000,11555000
Other investing activites,-,-625000,947000,2718000
Net cash used for investing activites,-,-25559000,-6499000,-1231000
Net change in cash,-,-21174000,-4839000,266000
Cash at beginning of period,-,53740000,58580000,58314000
Cash at end of period,-,32566000,53740000,58580000
Operating Cash Flow,-,10126000,6700000,10719000
Capital Expenditure,-,-2810000,-3735000,-2672000
Free Cash Flow,-,7316000,2965000,8047000
