Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1654145,1290893,1276959,1242292
Liabilities,,,,
Total Liabilities,1409693,1093525,1088516,1056284
Stockholders' Equity,,,,
Common Stock,13935,12655,12655,12655
Retained Earnings,126480,122643,113608,112790
Accumulated other comprehensive income,3691,-4170,-1507,-898
Total stockholders' equity,244452,197368,188443,186008
Total liabilities and stockholders' equity,1654145,1290893,1276959,1242292
