Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,12341000,16695000,16102000,15446000
Depreciation & amortization,-,15936000,15870000,15154000
Change in working capital,-,-18378000,-4573000,-10887000
Inventory,-,-12589000,-784000,-9322000
Other working capital,-,-1238000,9873000,11507000
Other non-cash items,-,-2540000,-25000,464000
Net cash provided by operating activites,-,16187000,29737000,25969000
Investments in property plant and equipment,-,-17425000,-19864000,-14462000
Acquisitions net,-,-588000,-853000,-
Purchases of investments,-,-275000,-103000,-1814000
Sales/Maturities of investments,-,1088000,1431000,360000
Other investing activites,-,107000,44000,-1472000
Net cash used for investing activites,-,-11854000,-14975000,-11097000
Net change in cash,-,-3611000,1859000,1318000
Cash at beginning of period,-,15187000,13327000,12009000
Cash at end of period,-,11575000,15187000,13327000
Operating Cash Flow,-,16187000,29737000,25969000
Capital Expenditure,-,-17425000,-19864000,-14462000
Free Cash Flow,-,-1238000,9873000,11507000
