Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,15499000,14681000,13884000,14895000
Depreciation & amortization,-,2794000,3038000,2905000
Change in working capital,-,82806000,121777000,285953000
Other working capital,-,88214000,124858000,283091000
Other non-cash items,-,-48797000,-51627000,-58276000
Net cash provided by operating activites,-,89967000,126831000,286223000
Investments in property plant and equipment,-,-1753000,-1973000,-3132000
Purchases of investments,-,-443208000,-342172000,-800760000
Sales/Maturities of investments,-,429406000,493730000,803501000
Other investing activites,-,1000,1000,1000
Net cash used for investing activites,-,-15450000,149682000,-352000
Net change in cash,-,69857000,271304000,281901000
Cash at beginning of period,-,740555000,469250000,187348000
Cash at end of period,-,810413000,740555000,469250000
Operating Cash Flow,-,89967000,126831000,286223000
Capital Expenditure,-,-1753000,-1973000,-3132000
Free Cash Flow,-,88214000,124858000,283091000
