Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1420000,1420000,1412000,1884000,1587000
Depreciation & amortization,2788000,2788000,2709000,2607000,2367000
Change in working capital,-293000,-293000,-804000,162000,-374000
Inventory,210000,210000,-652000,312000,-124000
Other working capital,2318000,2318000,2028000,1489000,1544000
Other non-cash items,-136000,-136000,924000,514000,460000
Net cash provided by operating activites,4346000,4346000,3639000,4856000,4301000
Investments in property plant and equipment,-2028000,-2028000,-1611000,-3367000,-2757000
Purchases of investments,-26000,-26000,-483000,-2000,-4000
Sales/Maturities of investments,0,0,0,74000,-
Other investing activites,-218000,-218000,-387000,-468000,-514000
Net cash used for investing activites,-2228000,-2228000,-2145000,-2301000,-3251000
Net change in cash,1251000,1251000,612000,1676000,182000
Cash at beginning of period,9480000,9480000,8867000,7191000,7008000
Cash at end of period,10731000,10731000,9480000,8867000,7191000
Operating Cash Flow,4346000,4346000,3639000,4856000,4301000
Capital Expenditure,-2028000,-2028000,-1611000,-3367000,-2757000
Free Cash Flow,2318000,2318000,2028000,1489000,1544000
