Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-30.053,-15.352,-,-,-
Purchases of investments,-,-,-,-0.182,-
Net cash used for investing activites,-30.053,-15.352,-,-0.182,-
Debt repayment,-,-,-14.059,-,-
Common stock issued,432.125,1389,2453,148.975,-
Common stock repurchased,-,-60.682,-35.805,-,-
Other financing activites,-,-,-,-22.995,-
Net cash used privided by (used for) financing activities,416.776,1328,2403,1188,-
Net change in cash,-789.153,192.767,506.14,-98.491,-1778
Cash at beginning of period,922.559,585.131,79.032,178.958,1957
Cash at end of period,133.406,777.668,585.131,79.032,178.958
Capital Expenditure,-30.053,-15.352,-,-,-
Free Cash Flow,-1206,-1136,-1897,-1286,-1778
