Breakdown,12/31/2019,12/31/2018,12/31/2017,9/30/2016
Total Assets,984387,971796,972600,495219
Liabilities,,,,
Total Liabilities,842539,833906,838628,422207
Stockholders' Equity,,,,
Common Stock,47,48,48,26
Retained Earnings,70037,65301,60172,58810
Accumulated other comprehensive income,1142,-1344,528,136
Total stockholders' equity,141848,137890,133972,73012
Total liabilities and stockholders' equity,984387,971796,972600,495219
