Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-838000,-324000,3271000,-471000
Depreciation & amortization,-,2340000,2280000,2025000
Change in working capital,-,687000,-422000,252000
Inventory,-,20000,6000,55000
Other working capital,-,3482000,3071000,-2364000
Other non-cash items,-,985000,3015000,-724000
Net cash provided by operating activites,-,4432000,4472000,2763000
Investments in property plant and equipment,-,-950000,-1401000,-5127000
Purchases of investments,-,-130000,-2000,-87000
Sales/Maturities of investments,-,-,502000,11000
Other investing activites,-,-793000,-467000,-1134000
Net cash used for investing activites,-,-1530000,5910000,-5935000
Net change in cash,-,1339000,2752000,-1352000
Cash at beginning of period,-,14294000,11542000,12894000
Cash at end of period,-,15633000,14294000,11542000
Operating Cash Flow,-,4432000,4472000,2763000
Capital Expenditure,-,-950000,-1401000,-5127000
Free Cash Flow,-,3482000,3071000,-2364000
