Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-402.481,-289.437,-15.395,-2.736,-2.727
Other investing activites,-,-,-,-,-300
Net cash used for investing activites,-393.912,-289.437,-15.395,-2.736,-302.727
Debt repayment,-1494,-1745,-238.173,-1050,-1242
Common stock issued,3250,2831,1601,124,20
Common stock repurchased,-193.207,-138,-76.795,-,-
Net cash used privided by (used for) financing activities,3075,1580,2122,-75.676,345.717
Net change in cash,156.751,-590.977,-361.158,1031,17.018
Cash at beginning of period,301.146,726.1,1087,56.555,39.537
Cash at end of period,457.897,135.123,726.1,1087,56.555
Capital Expenditure,-402.481,-289.437,-15.395,-2.736,-2.727
Free Cash Flow,-2927,-2171,-2483,1106,-28.699
