Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,27059000,25992000,23846000,23810000
Depreciation & amortization,-,13258000,13160000,12339000
Change in working capital,-,-5058000,-6810000,-2582000
Inventory,-,-4649000,-4479000,-886000
Other working capital,-,9471000,20487000,14443000
Other non-cash items,-,-596000,2026000,4059000
Net cash provided by operating activites,-,37023000,37645000,26136000
Investments in property plant and equipment,-,-27552000,-17158000,-11693000
Purchases of investments,-,-2612000,-3542000,-1291000
Sales/Maturities of investments,-,3164000,4609000,24560000
Other investing activites,-,1419000,84000,1476000
Net cash used for investing activites,-,-25698000,-14640000,13235000
Net change in cash,-,4529000,-21666000,8999000
Cash at beginning of period,-,22785000,44205000,35150000
Cash at end of period,-,27509000,22785000,44205000
Operating Cash Flow,-,37023000,37645000,26136000
Capital Expenditure,-,-27552000,-17158000,-11693000
Free Cash Flow,-,9471000,20487000,14443000
