Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-5030,-5054,-6203,-4702,-2970
Other investing activites,-,2265,1922,1583,1717
Net cash used for investing activites,-2765,-2789,-4281,-3116,-1253
Common stock issued,9719,7500,-,18055,4600
Common stock repurchased,-621.79,-392.949,-,-1219,-237.135
Net cash used privided by (used for) financing activities,8733,-,-,-,-
Net change in cash,4215,3208,-9555,9597,357.327
Cash at beginning of period,4819,4775,14320,4746,4441
Cash at end of period,-,8166,4775,14320,4746
Capital Expenditure,-5030,-5054,-6203,-4702,-2970
Free Cash Flow,-6783,-6164,-11477,-8824,-5722
