Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Common stock issued,-,-,66156,307355,25136
Common stock repurchased,-358.292,-99.534,-779.542,-1047,-265.653
Dividends Paid,-89434,-93856,-82073,-70778,-50694
Net cash used privided by (used for) financing activities,-67014,-93956,-16697,235530,-25824
Net change in cash,246800,-63687,-30350,129033,-30682
Cash at beginning of period,292939,389675,420025,290992,321674
Cash at end of period,539739,325988,389675,420025,290992
Free Cash Flow,313813,30269,-13653,-106497,-4858
