Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7192000,7653000,7056000,5743000
Depreciation & amortization,9548000,9203000,8897000,8663000
Change in working capital,-7179000,-530000,-2273000,-1301000
Inventory,-273000,-965000,-309000,-1657000
Other working capital,-4701000,6534000,10893000,4570000
Other non-cash items,1307000,1070000,3078000,-72000
Net cash provided by operating activites,8847000,14365000,17975000,11840000
Investments in property plant and equipment,-13548000,-7831000,-7082000,-7270000
Acquisitions net,-,-,-587000,-2687000
Sales/Maturities of investments,-,-,648000,422000
Other investing activites,-492000,-241000,-558000,-117000
Net cash used for investing activites,-12148000,-8074000,-7582000,-12031000
Net change in cash,1495000,3195000,-811000,-4429000
Cash at beginning of period,9676000,9236000,10008000,14438000
Cash at end of period,11163000,12433000,9236000,10008000
Operating Cash Flow,8847000,14365000,17975000,11840000
Capital Expenditure,-13548000,-7831000,-7082000,-7270000
Free Cash Flow,-4701000,6534000,10893000,4570000
