Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4502000,4352000,4434000,4495000
Depreciation & amortization,-,2457000,2035000,1922000
Change in working capital,-,-5244000,2827000,-652000
Inventory,-,-3028000,98000,2069000
Other working capital,-,-2518000,5682000,3610000
Other non-cash items,-,61000,29000,-31000
Net cash provided by operating activites,-,1252000,8912000,5578000
Investments in property plant and equipment,-,-3770000,-3230000,-1968000
Acquisitions net,-,-30000,-,-
Purchases of investments,-,-93000,-41000,-74000
Sales/Maturities of investments,-,45000,67000,105000
Other investing activites,-,-,-1000,-2000
Net cash used for investing activites,-,-3568000,-2771000,-1652000
Net change in cash,-,-1395000,738000,-63000
Cash at beginning of period,-,2156000,1418000,1481000
Cash at end of period,-,760000,2156000,1418000
Operating Cash Flow,-,1252000,8912000,5578000
Capital Expenditure,-,-3770000,-3230000,-1968000
Free Cash Flow,-,-2518000,5682000,3610000
