Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-77263,-77263,-45971,-15909,-9025
Acquisitions net,-10000,-10000,-71904,-11000,-
Purchases of investments,-,-,-504,-169,-70
Other investing activites,-,-,-504,1,-
Net cash used for investing activites,-85930,-85930,-114813,-26182,720
Debt repayment,-81355,-81355,-34877,-107020,-49855
Common stock issued,-,-,30024,20497,-
Common stock repurchased,-,-,-1142,-784,-
Dividends Paid,-14948,-14948,-,-,-
Other financing activites,-,-,-,-2123,-
Net cash used privided by (used for) financing activities,-7701,-7701,56636,-15796,-45769
Net change in cash,6185,6185,16582,5082,2551
Cash at beginning of period,58846,58846,42264,37182,34631
Cash at end of period,65031,65031,58846,42264,37182
Capital Expenditure,-77263,-77263,-45971,-15909,-9025
Free Cash Flow,22553,22553,28788,31151,38575
