Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-45.481,-45.481,-70.526,-7.889,-
Acquisitions net,-,-,725.944,-,-
Purchases of investments,-,-,-0.6,-,-
Sales/Maturities of investments,-,-,-,900,-
Net cash used for investing activites,-45.481,-45.481,654.818,892.111,-10.798
Common stock repurchased,-260.751,-260.751,-65.991,-235.14,-112.101
Dividends Paid,-1274,-1274,-1699,-2263,-3013
Net cash used privided by (used for) financing activities,-1535,-1535,-1765,-2498,-3125
Net change in cash,-535.763,-535.763,365.019,256.216,-3391
Cash at beginning of period,4735,4735,4370,4114,7505
Cash at end of period,4200,4200,4735,4370,4114
Capital Expenditure,-45.481,-45.481,-70.526,-7.889,-
Free Cash Flow,999.427,999.427,1405,1854,-254.479
