Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,1222579,1034406,891133,796516
Liabilities,,,,
Total Liabilities,1101322,934161,798018,709936
Stockholders' Equity,,,,
Common Stock,26,26,25,25
Retained Earnings,91228,76523,67583,59499
Accumulated other comprehensive income,7296,382,4158,5944
Total stockholders' equity,121053,98813,93115,86580
Total liabilities and stockholders' equity,1222579,1034406,891133,796516
