Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5574000,5176000,4190000,3855000
Depreciation & amortization,-,864000,947000,804000
Change in working capital,-,-677000,1388000,1003000
Inventory,-,225000,-342000,-427000
Other working capital,-,5021000,5253000,5210000
Other non-cash items,-,1000,3000,6000
Net cash provided by operating activites,-,5628000,6289000,5765000
Investments in property plant and equipment,-,-607000,-1036000,-555000
Acquisitions net,-,-,-,-81000
Purchases of investments,-,-187000,-26000,-363000
Sales/Maturities of investments,-,-,-,90000
Other investing activites,-,-59000,-17000,3000
Net cash used for investing activites,-,-844000,-1079000,-906000
Net change in cash,-,2393000,3027000,3633000
Cash at beginning of period,-,14924000,11896000,8262000
Cash at end of period,-,17328000,14924000,11896000
Operating Cash Flow,-,5628000,6289000,5765000
Capital Expenditure,-,-607000,-1036000,-555000
Free Cash Flow,-,5021000,5253000,5210000
