Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Net Income,-1272200,-1586671,-820104,-1358313,-1384883
Depreciation & amortization,-,728991,97477,149711,109153
Change in working capital,-,-1215360,-1933540,31671,-323421
Inventory,-,-943335,-1975124,-585816,-497213
Other working capital,-,-2604667,-2978109,-1153214,-1305716
Other non-cash items,-,-133564,239842,-2989,323962
Net cash provided by operating activites,-,-2604667,-2978109,-1153214,-1305716
Acquisitions net,-,-99710,-354958,-,-
Purchases of investments,-,-,-,-1302,-365427
Sales/Maturities of investments,-,400016,-,-,-
Other investing activites,-,-4843867,-1962895,-1015507,-85855
Net cash used for investing activites,-,-4543561,-2008303,-1026809,-302421
Net change in cash,-,-1441462,760861,724083,-2371831
Cash at beginning of period,-,3847721,2969805,2240523,4612355
Cash at end of period,-,2513187,3847721,2969805,2240523
Operating Cash Flow,-,-2604667,-2978109,-1153214,-1305716
Free Cash Flow,-,-2604667,-2978109,-1153214,-1305716
