Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,351803,1788051,2164750,1144598
Depreciation & amortization,-,255669,319473,253095
Change in working capital,-,-329379,-2536353,480040
Inventory,-,1418804,-436892,-232905
Other working capital,-,776535,14288,1509487
Other non-cash items,-,-81051,160602,85569
Net cash provided by operating activites,-,1154611,388353,1727495
Investments in property plant and equipment,-,-378076,-374065,-218008
Purchases of investments,-,-142526,0,-50000
Sales/Maturities of investments,-,-,0,77521
Other investing activites,-,-697,3002,1679
Net cash used for investing activites,-,-521062,-370913,-224738
Net change in cash,-,-24056,-305669,1022462
Cash at beginning of period,-,4109727,4125220,3102758
Cash at end of period,-,4085671,4109727,4125220
Operating Cash Flow,-,1154611,388353,1727495
Capital Expenditure,-,-378076,-374065,-218008
Free Cash Flow,-,776535,14288,1509487
