Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4480000,3790000,6104000,4638000
Depreciation & amortization,-,7791000,6540000,5717000
Change in working capital,-,2992000,7879000,-10020000
Inventory,-,-1314000,1442000,-7005000
Other working capital,-,7678000,10409000,-22088000
Other non-cash items,-,2145000,1959000,442000
Net cash provided by operating activites,-,13572000,23141000,-940000
Investments in property plant and equipment,-,-5894000,-12732000,-21148000
Acquisitions net,-,-1153000,-1711000,-6612000
Purchases of investments,-,-92000,-448000,-443000
Sales/Maturities of investments,-,10000,999000,2000
Other investing activites,-,-542000,-199000,-418000
Net cash used for investing activites,-,-1770000,-13843000,-28444000
Net change in cash,-,1284000,7264000,-11180000
Cash at beginning of period,-,28464000,21200000,32380000
Cash at end of period,-,29749000,28464000,21200000
Operating Cash Flow,-,13572000,23141000,-940000
Capital Expenditure,-,-5894000,-12732000,-21148000
Free Cash Flow,-,7678000,10409000,-22088000
