Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3897000,3989000,4116000,3487000
Depreciation & amortization,-,1738000,1465000,1259000
Change in working capital,-,-1695000,-3253000,-4363000
Inventory,-,-1587000,-3569000,-3812000
Other working capital,-,-307000,1814000,-2363000
Other non-cash items,-,-23000,869000,348000
Net cash provided by operating activites,-,3753000,3343000,586000
Investments in property plant and equipment,-,-4060000,-1529000,-2949000
Purchases of investments,-,-100000,-587000,0
Sales/Maturities of investments,-,1000,646000,150000
Other investing activites,-,45000,17000,24000
Net cash used for investing activites,-,-4107000,-1453000,-2775000
Net change in cash,-,-20000,1398000,691000
Cash at beginning of period,-,12099000,10701000,10010000
Cash at end of period,-,12079000,12099000,10701000
Operating Cash Flow,-,3753000,3343000,586000
Capital Expenditure,-,-4060000,-1529000,-2949000
Free Cash Flow,-,-307000,1814000,-2363000
