Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13004000,12256000,9892000,10382000
Depreciation & amortization,-,12567000,13372000,13541000
Change in working capital,-,-798000,-12506000,114000
Inventory,-,3808000,-5825000,-4288000
Other working capital,-,16729000,6769000,23311000
Other non-cash items,-,-2030000,2965000,5702000
Net cash provided by operating activites,-,24300000,14585000,30087000
Investments in property plant and equipment,-,-7571000,-7816000,-6776000
Acquisitions net,-,-999000,0,-315000
Purchases of investments,-,-3703000,-1533000,-954000
Sales/Maturities of investments,-,933000,101000,1625000
Other investing activites,-,-54000,-84000,-265000
Net cash used for investing activites,-,-11388000,-8609000,-6632000
Net change in cash,-,12697000,-17832000,10435000
Cash at beginning of period,-,62375000,77050000,67133000
Cash at end of period,-,75149000,62375000,77050000
Operating Cash Flow,-,24300000,14585000,30087000
Capital Expenditure,-,-7571000,-7816000,-6776000
Free Cash Flow,-,16729000,6769000,23311000
