Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,25614000,28824000,37171000,24203000
Depreciation & amortization,-,6095000,6053000,5987000
Change in working capital,-,757000,42000,2016000
Inventory,-,-3744000,-2981000,1502000
Other working capital,-,12796000,39126000,22542000
Other non-cash items,-,-1227000,-1044000,1260000
Net cash provided by operating activites,-,27311000,50731000,32905000
Investments in property plant and equipment,-,-14515000,-11605000,-10363000
Acquisitions net,-,-,-254000,-
Purchases of investments,-,-,-,0
Sales/Maturities of investments,-,-,3000,-
Other investing activites,-,229000,-58000,4051000
Net cash used for investing activites,-,-14513000,-12673000,-6342000
Net change in cash,-,-193000,13854000,14528000
Cash at beginning of period,-,85545000,71690000,57162000
Cash at end of period,-,85351000,85545000,71690000
Operating Cash Flow,-,27311000,50731000,32905000
Capital Expenditure,-,-14515000,-11605000,-10363000
Free Cash Flow,-,12796000,39126000,22542000
