Breakdown,ttm,12/31/2019,3/31/2019,3/31/2018,3/31/2017
Net Income,705000,705000,218000,171000,123000
Depreciation & amortization,1362000,1362000,1581000,1438000,1279000
Change in working capital,-597000,-597000,542000,947000,432000
Inventory,-97000,-97000,25000,38000,11000
Other working capital,-204000,-204000,-953000,100000,361000
Other non-cash items,442000,442000,73000,495000,-23000
Net cash provided by operating activites,1835000,1835000,2409000,3222000,2239000
Investments in property plant and equipment,-2039000,-2039000,-3362000,-3122000,-1878000
Acquisitions net,-,-,-,-144000,-555000
Sales/Maturities of investments,-,-,-,-,203000
Other investing activites,-15000,-15000,-51000,-917000,66000
Net cash used for investing activites,-2017000,-2017000,-2769000,-4174000,-1838000
Net change in cash,-344000,-344000,-1601000,1253000,124000
Cash at beginning of period,5067000,5067000,6685000,5431000,5307000
Cash at end of period,4614000,4614000,5067000,6685000,5431000
Operating Cash Flow,1835000,1835000,2409000,3222000,2239000
Capital Expenditure,-2039000,-2039000,-3362000,-3122000,-1878000
Free Cash Flow,-204000,-204000,-953000,100000,361000
