Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,312000,3125000,4171000,2630000
Depreciation & amortization,1120000,1013000,1008000,989000
Stock based compensation,-,-,137000,98000
Change in working capital,7899000,-214000,-197000,1711000
Inventory,8818000,-980000,-661000,1574000
Other working capital,8806000,4920000,5491000,5352000
Other non-cash items,855000,416000,921000,825000
Net cash provided by operating activites,11702000,6278000,6832000,5550000
Investments in property plant and equipment,-2896000,-1358000,-1341000,-198000
Purchases of investments,-,-,-2000,-2000
Sales/Maturities of investments,-,335000,335000,-
Other investing activites,161000,268000,271000,-223000
Net cash used for investing activites,-2277000,-633000,-615000,920000
Net change in cash,5771000,5034000,5070000,-27000
Cash at beginning of period,9180000,5432000,4561000,4589000
Cash at end of period,15372000,10466000,10181000,4561000
Operating Cash Flow,11702000,6278000,6832000,5550000
Capital Expenditure,-2896000,-1358000,-1341000,-198000
Free Cash Flow,8806000,4920000,5491000,5352000
