Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7780000,6993000,7260000,6160000
Depreciation & amortization,-,7405000,7091000,7480000
Change in working capital,-,-608000,-217000,-48000
Inventory,-,0,-1000,5000
Other working capital,-,-3193000,10892000,11896000
Other non-cash items,-,1329000,1386000,1886000
Net cash provided by operating activites,-,14101000,13957000,15157000
Investments in property plant and equipment,-,-17294000,-3065000,-3261000
Acquisitions net,-,-,0,-133000
Purchases of investments,-,-388000,-5041000,-437000
Sales/Maturities of investments,-,5387000,421000,572000
Other investing activites,-,-278000,-189000,-45000
Net cash used for investing activites,-,-12565000,-7847000,-3287000
Net change in cash,-,11247000,-3798000,2409000
Cash at beginning of period,-,4155000,7954000,5545000
Cash at end of period,-,15403000,4155000,7954000
Operating Cash Flow,-,14101000,13957000,15157000
Capital Expenditure,-,-17294000,-3065000,-3261000
Free Cash Flow,-,-3193000,10892000,11896000
