Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1494590,1068989,1269077,1249050
Depreciation & amortization,-,515097,524141,624257
Change in working capital,-,319491,1590183,-2441402
Inventory,-,-77327,-48798,-413254
Other working capital,-,1106159,3517491,-1784578
Other non-cash items,-,-184284,617822,-754776
Net cash provided by operating activites,-,1909518,3907874,-1419070
Investments in property plant and equipment,-,-803359,-390383,-365508
Purchases of investments,-,-150436,-10317,-21856
Sales/Maturities of investments,-,51866,162858,41920
Other investing activites,-,-990,-100005,77470
Net cash used for investing activites,-,-899315,19271,620291
Net change in cash,-,140320,1661539,-276603
Cash at beginning of period,-,6825999,5164460,5441063
Cash at end of period,-,6966320,6825999,5164460
Operating Cash Flow,-,1909518,3907874,-1419070
Capital Expenditure,-,-803359,-390383,-365508
Free Cash Flow,-,1106159,3517491,-1784578
