Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,869558,853817,808242,785044
Liabilities,,,,
Total Liabilities,139940,126096,93359,89986
Stockholders' Equity,,,,
Common Stock,647761,642268,636888,634225
Retained Earnings,68782,56589,47118,54971
Accumulated other comprehensive income,13075,28864,30877,5862
Total stockholders' equity,729618,727721,714883,695058
Total liabilities and stockholders' equity,869558,853817,808242,785044
