Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,952262,825598,697575,498806
Liabilities,,,,
Total Liabilities,267599,251388,230581,140338
Stockholders' Equity,,,,
Common Stock,4137,3851,3358,2618
Retained Earnings,191109,117245,69827,57826
Total stockholders' equity,684663,574210,466994,358468
Total liabilities and stockholders' equity,952262,825598,697575,498806
