Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-84.187,-84.187,-92.334,-5.147,-0.981
Other investing activites,-,-,46.992,-,-
Net cash used for investing activites,-74.187,-74.187,-45.342,-5.147,-0.981
Debt repayment,-,-,-,-200,-
Common stock issued,1016,1016,580.195,1500,-
Common stock repurchased,-60.953,-60.953,-1.75,-106.288,-
Net cash used privided by (used for) financing activities,955.31,955.31,1768,1194,200
Net change in cash,-753.191,-753.191,401.313,296.354,-498.233
Cash at beginning of period,900.808,900.808,502.026,206.492,772.28
Cash at end of period,147.063,147.063,900.808,502.026,206.492
Capital Expenditure,-84.187,-84.187,-92.334,-5.147,-0.981
Free Cash Flow,-1719,-1719,-1414,-897.358,-698.233
