Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8288000,8583000,10163000,10851000
Depreciation & amortization,-,3992000,3935000,3837000
Change in working capital,-,149829000,315299000,340391000
Other working capital,-,136634000,286286000,321811000
Other non-cash items,-,-36645000,-69410000,-54539000
Net cash provided by operating activites,-,140604000,290627000,324491000
Investments in property plant and equipment,-,-3970000,-4341000,-2680000
Purchases of investments,-,-491010000,-627735000,-1015753000
Sales/Maturities of investments,-,482085000,694507000,975295000
Other investing activites,-,1000,-,-17000
Net cash used for investing activites,-,-12320000,63755000,-41647000
Net change in cash,-,125661000,345492000,279600000
Cash at beginning of period,-,1090589000,745097000,465496000
Cash at end of period,-,1216250000,1090589000,745097000
Operating Cash Flow,-,140604000,290627000,324491000
Capital Expenditure,-,-3970000,-4341000,-2680000
Free Cash Flow,-,136634000,286286000,321811000
