Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,44196096,41042356,37150249,34788840
Liabilities,,,,
Total Liabilities,39178479,36618382,33308298,31361099
Stockholders' Equity,,,,
Common Stock,167,166,165,164
Retained Earnings,3689377,3160132,2576302,2187676
Accumulated other comprehensive income,-18408,-58174,-37519,-48146
Total stockholders' equity,5017617,4423974,3841951,3427741
Total liabilities and stockholders' equity,44196096,41042356,37150249,34788840
