Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2210168,1793165,1753404,1315997
Liabilities,,,,
Total Liabilities,1979957,1618842,1591676,1188474
Stockholders' Equity,,,,
Common Stock,79,74,74,67
Retained Earnings,189494,168363,145879,134773
Accumulated other comprehensive income,2494,-366,977,292
Total stockholders' equity,230211,174323,161728,127523
Total liabilities and stockholders' equity,2210168,1793165,1753404,1315997
