Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,45889,40561,36277,33690
Liabilities,,,,
Total Liabilities,11063,9430,8657,9563
Stockholders' Equity,,,,
Common Stock,7636,7041,7141,6855
Retained Earnings,27168,23960,20359,17205
Accumulated other comprehensive income,22,130,120,67
Total stockholders' equity,34826,31131,27620,24127
Total liabilities and stockholders' equity,45889,40561,36277,33690
