Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2117216,1817211,1750430,1500946
Liabilities,,,,
Total Liabilities,1951181,1669927,1606447,1376597
Stockholders' Equity,,,,
Common Stock,9741,8807,8807,7609
Retained Earnings,43283,53347,44464,59155
Accumulated other comprehensive income,2175,-7138,-1556,-3999
Total stockholders' equity,166035,147284,143983,124349
Total liabilities and stockholders' equity,2117216,1817211,1750430,1500946
