Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,19962000,20293000,20600000,21139000
Liabilities,,,,
Total Liabilities,15620000,16042000,16498000,17292000
Stockholders' Equity,,,,
Common Stock,1157000,1152000,1148000,1145000
Retained Earnings,1003000,971000,683000,528000
Total stockholders' equity,4169000,4083000,3950000,3715000
Total liabilities and stockholders' equity,19962000,20293000,20600000,21139000
