Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-653.566,-1579,-1915,-1163,-1464
Sales/Maturities of investments,-,-,175,-,-
Other investing activites,-,862.099,175,-,-
Net cash used for investing activites,478.598,-716.699,-1740,-1163,-1464
Common stock issued,-,98.75,1863,1867,-
Common stock repurchased,-,-1.884,-123.215,-143.397,-
Net cash used privided by (used for) financing activities,-,96.866,1739,1724,-
Net change in cash,48.115,-1060,-238.949,353.394,-1480
Cash at beginning of period,728.055,1976,2215,1862,3342
Cash at end of period,776.17,916.062,1976,2215,1862
Capital Expenditure,-653.566,-1579,-1915,-1163,-1464
Free Cash Flow,-1084,-2019,-2153,-1370,-1480
