Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1306000,1306000,688000,793000,471000
Depreciation & amortization,1643000,1643000,1630000,1615000,1386000
Change in working capital,275000,275000,-868000,186000,-632000
Inventory,363000,363000,-248000,-161000,-19000
Other working capital,2011000,2011000,-218000,1283000,-555000
Other non-cash items,449000,449000,-293000,599000,350000
Net cash provided by operating activites,3665000,3665000,1051000,3085000,1845000
Investments in property plant and equipment,-1654000,-1654000,-1269000,-1802000,-2400000
Purchases of investments,-414000,-414000,-,-,-
Sales/Maturities of investments,202000,202000,-,-,616000
Other investing activites,-31000,-31000,-14000,-31000,-12000
Net cash used for investing activites,-1406000,-1406000,-1283000,-1913000,-1525000
Net change in cash,1098000,1098000,282000,875000,-672000
Cash at beginning of period,5128000,5128000,4846000,3970000,4642000
Cash at end of period,6227000,6227000,5128000,4846000,3970000
Operating Cash Flow,3665000,3665000,1051000,3085000,1845000
Capital Expenditure,-1654000,-1654000,-1269000,-1802000,-2400000
Free Cash Flow,2011000,2011000,-218000,1283000,-555000
