Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1665323,1684771,1474492,1348590
Liabilities,,,,
Total Liabilities,1510341,1541227,1336298,1210341
Stockholders' Equity,,,,
Common Stock,41782,41763,41744,41726
Retained Earnings,76583,69787,63364,61610
Accumulated other comprehensive income,-2777,-6636,-4974,-4928
Total stockholders' equity,154960,143536,138192,138249
Total liabilities and stockholders' equity,1665323,1684771,1474492,1348590
