Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,10449051000,9961663000,9486448000
Liabilities,,,
Total Liabilities,9939317000,9426768000,8974770000
Stockholders' Equity,,,
Common Stock,50000000,50000000,50000000
Retained Earnings,255229000,236924000,219793000
Total stockholders' equity,502243000,527473000,487778000
Total liabilities and stockholders' equity,10449051000,9961663000,9486448000
