Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,220402,215413,177903,174456
Liabilities,,,,
Total Liabilities,160466,155066,156299,152854
Stockholders' Equity,,,,
Common Stock,42.085,42.32,-,-
Retained Earnings,23244,22336,21653,21652
Accumulated other comprehensive income,505.862,28.215,-49.861,-49.662
Total stockholders' equity,59935,60347,21603,21603
Total liabilities and stockholders' equity,220402,215413,177903,174456
