Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5162491,4474627,4306211,3109135
Depreciation & amortization,-,146052,144791,144625
Change in working capital,-,-7098380,-3958706,-3206778
Inventory,-,-6836178,-4614239,677158
Other working capital,-,-1827209,658204,1076643
Other non-cash items,-,-324367,229183,720803
Net cash provided by operating activites,-,-1777145,681953,1080215
Investments in property plant and equipment,-,-50064,-23749,-3572
Purchases of investments,-,-916605,-4458,-4227
Sales/Maturities of investments,-,911447,4552,-
Other investing activites,-,-1146,-3005,-3062
Net cash used for investing activites,-,-56368,-26660,-10861
Net change in cash,-,-2733240,-369738,3242090
Cash at beginning of period,-,26228315,26598054,23355963
Cash at end of period,-,23495074,26228315,26598054
Operating Cash Flow,-,-1777145,681953,1080215
Capital Expenditure,-,-50064,-23749,-3572
Free Cash Flow,-,-1827209,658204,1076643
