Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,405648,311940,411450,476736
Depreciation & amortization,-,206193,228299,276148
Change in working capital,-,-423988,652183,135594
Inventory,-,-62218,302114,84400
Other working capital,-,-76493,1069074,699935
Other non-cash items,-,6244,995,-28277
Net cash provided by operating activites,-,94132,1252841,941925
Investments in property plant and equipment,-,-170625,-183767,-241990
Purchases of investments,-,-2485000,-99972,-
Sales/Maturities of investments,-,2485000,-,3022
Other investing activites,-,103,724,-33
Net cash used for investing activites,-,-170522,-283015,-238981
Net change in cash,-,-255632,799087,221439
Cash at beginning of period,-,2344244,1545156,1323717
Cash at end of period,-,2088611,2344244,1545156
Operating Cash Flow,-,94132,1252841,941925
Capital Expenditure,-,-170625,-183767,-241990
Free Cash Flow,-,-76493,1069074,699935
