Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2665000,2636000,6650000,2898000
Depreciation & amortization,-,1499000,1448000,1531000
Change in working capital,-,-157811000,29443000,13873000
Other working capital,-,-151868000,19020000,26325000
Other non-cash items,-,-22202000,-13230000,27679000
Net cash provided by operating activites,-,-150863000,22423000,27555000
Investments in property plant and equipment,-,-1005000,-3403000,-1230000
Acquisitions net,-,-,-3424000,-
Purchases of investments,-,-123993000,-116967000,-609016000
Sales/Maturities of investments,-,181484000,258461000,586084000
Other investing activites,-,-1000,-1000,1000
Net cash used for investing activites,-,58782000,134719000,-24129000
Net change in cash,-,-95755000,152875000,-10250000
Cash at beginning of period,-,322262000,169387000,179638000
Cash at end of period,-,226506000,322262000,169387000
Operating Cash Flow,-,-150863000,22423000,27555000
Capital Expenditure,-,-1005000,-3403000,-1230000
Free Cash Flow,-,-151868000,19020000,26325000
