Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2407065,1016514,1581000,1251753
Depreciation & amortization,-,1192069,1175635,940856
Change in working capital,-,-1167533,324714,-29887
Inventory,-,-1368586,-180715,40113
Other working capital,-,357201,1642588,343298
Other non-cash items,-,-16957,-5464,41179
Net cash provided by operating activites,-,1395139,3406938,2298836
Investments in property plant and equipment,-,-1037938,-1764350,-1955538
Acquisitions net,-,-,-933826,-
Purchases of investments,-,-12454,-6735,-9639
Sales/Maturities of investments,-,205096,39979,119034
Other investing activites,-,9960,-13524,144937
Net cash used for investing activites,-,-830751,-2676713,-1698732
Net change in cash,-,-326027,-567031,-493661
Cash at beginning of period,-,8484603,9051634,9545296
Cash at end of period,-,8158575,8484603,9051634
Operating Cash Flow,-,1395139,3406938,2298836
Capital Expenditure,-,-1037938,-1764350,-1955538
Free Cash Flow,-,357201,1642588,343298
