Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-44093,-46323,161489,233938
Depreciation & amortization,-,284592,348632,333571
Change in working capital,-,62578,233582,-450667
Inventory,-,118268,207845,-720206
Other working capital,-,344013,765555,90873
Other non-cash items,-,5223,-56586,-7907
Net cash provided by operating activites,-,344013,765555,90873
Purchases of investments,-,-425806,-102169,-3498
Sales/Maturities of investments,-,422000,0,-
Other investing activites,-,-286481,-183667,-264514
Net cash used for investing activites,-,-295807,-281757,-261463
Net change in cash,-,30332,292500,-613541
Cash at beginning of period,-,2465247,2172747,2786288
Cash at end of period,-,2495580,2465247,2172747
Operating Cash Flow,-,344013,765555,90873
Free Cash Flow,-,344013,765555,90873
