Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,90136,90136,73211,62728,60784
Interest Expense,15842,15842,11239,7755,6484
Income Before Tax,22714,22714,17749,14098,15561
Income Tax Expense,5819,5819,4982,6990,6120
Income from Continuing Operations,16895,16895,12767,7109,9441
Net Income,16895,16895,12767,7109,9441
Net Income available to common shareholders,16895,16895,12767,7109,9441
Basic EPS,-,-,1.05,0.54,0.72
Diluted EPS,-,-,1.02,0.54,0.72
Basic Average Shares,-,-,12116,13161,13161
Diluted Average Shares,-,-,12462,13161,13161
