Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,508923,516305,507178,582636
Depreciation & amortization,-,224216,198514,180043
Change in working capital,-,-328113,-133029,-1680
Inventory,-,-62771,-7066,-128999
Other working capital,-,152155,297647,430245
Other non-cash items,-,-36685,58287,-80523
Net cash provided by operating activites,-,396433,530245,663951
Investments in property plant and equipment,-,-244278,-232598,-233706
Purchases of investments,-,-309632,-118331,-213651
Sales/Maturities of investments,-,302939,6083,231759
Other investing activites,-,-44581,-5449,-3561
Net cash used for investing activites,-,-276990,-340888,-218150
Net change in cash,-,-319963,-815192,-12410
Cash at beginning of period,-,4675992,5491184,5503595
Cash at end of period,-,4356029,4675992,5491184
Operating Cash Flow,-,396433,530245,663951
Capital Expenditure,-,-244278,-232598,-233706
Free Cash Flow,-,152155,297647,430245
