Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,23971,22371,19481,18669
Liabilities,,,,
Total Liabilities,1537,1147,152.589,1070
Stockholders' Equity,,,,
Common Stock,17952,17952,17952,15700
Retained Earnings,4482,2468,1284,1046
Accumulated other comprehensive income,-,803.921,92.43,852.185
Total stockholders' equity,22434,21225,19328,17598
Total liabilities and stockholders' equity,23971,22371,19481,18669
