Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13029000,11559000,11025000,10405000
Depreciation & amortization,17195000,10086000,10824000,10856000
Change in working capital,-4915000,3147000,-1440000,-3117000
Inventory,3946000,-4667000,-1964000,-1337000
Other working capital,16692000,11688000,9807000,7773000
Other non-cash items,133000,2000,-1523000,834000
Net cash provided by operating activites,31792000,25403000,24239000,17831000
Investments in property plant and equipment,-15100000,-13715000,-14432000,-10058000
Acquisitions net,-,-,-3751000,-645000
Purchases of investments,-246000,-284000,-256000,-30000
Sales/Maturities of investments,123000,103000,5411000,1472000
Other investing activites,6230000,827000,-7361000,-8831000
Net cash used for investing activites,-10930000,-13410000,-18458000,-14712000
Net change in cash,-5327000,-3864000,-69000,1924000
Cash at beginning of period,21286000,22573000,22727000,20824000
Cash at end of period,15959000,18725000,22573000,22727000
Operating Cash Flow,31792000,25403000,24239000,17831000
Capital Expenditure,-15100000,-13715000,-14432000,-10058000
Free Cash Flow,16692000,11688000,9807000,7773000
